model,label,family,regime,lag_epochs,lag_label,valid,n_rows_total,n_rows_model,n_train,n_calib,n_test,n_current_states,n_target_states,n_params,eps_train,eps_calib,eps_candidate,eps_test,eps_saturated,ll_train,ll_calib,ll_calib_eps0,ll_calib_gain_from_eps,ll_test,ll_test_eps0,ll_test_gain_from_eps,bic_test,aic_test,transitions_per_current_state,reason
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,rem_only,1,lag_p1,True,1902,1892,944,373,575,7,7,42,0.0,0.8,0.8,0.0,True,-682.4913528186748,-299.1751750940615,-324.64121212991415,25.46603703585265,-554.8082643342397,-554.8082643342397,0.0,1376.500070381968,1193.6165286684793,134.85714285714286,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,rem_only,1,lag_p1,True,1902,1892,944,373,575,13,7,78,0.0,0.8,0.8,0.8,True,-664.5584864944418,-296.00724691120064,-335.631261015665,39.62401410446438,-613.9373453795776,-614.8896612131555,0.9523158335779272,1723.5155539413486,1383.874690759155,72.61538461538461,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,rem_only,1,lag_p1,True,1902,1882,938,371,573,2,2,2,0.0,0.8,0.8,0.8,True,-645.769324502455,-256.6367597483978,-260.69501495163956,4.0582552032417425,-395.7316196051852,-400.04976023379226,4.318140628607068,804.1650106437999,795.4632392103704,469.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,rem_only,1,lag_p1,True,1902,1882,938,371,573,13,2,13,0.0,0.8,0.8,0.8,True,-642.2944242090763,-252.54714069001827,-260.9797020502548,8.43256136023652,-413.05531667662996,-413.3189458650597,0.26362918842971794,908.6721476705516,852.1106333532599,72.15384615384616,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,rem_only,3,lag_p3,True,1902,1872,934,371,567,7,7,42,0.0,0.8,0.8,0.0,True,-668.0843876834659,-304.46663095001594,-331.38357745540804,26.916946505392104,-516.1011705677197,-516.1011705677197,0.0,1298.497431892005,1116.2023411354394,133.42857142857142,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,rem_only,3,lag_p3,True,1902,1872,934,371,567,12,7,72,0.0,0.8,0.8,0.0,True,-657.2491844960995,-305.22551645016495,-342.47257817573734,37.247061725572394,-515.6357573969934,-515.6357573969934,0.0,1487.777384662385,1175.2715147939869,77.83333333333333,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,rem_only,3,lag_p3,True,1902,1862,928,370,564,2,2,2,0.0,0.8,0.8,0.8,True,-640.3818045894188,-256.3276688092968,-257.88024790829,1.552579098993192,-389.8326132173205,-393.14089804741224,3.3082848300917362,792.3353349376371,783.665226434641,464.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,rem_only,3,lag_p3,True,1902,1862,928,370,564,12,2,12,0.0,0.8,0.8,0.0,True,-636.4063068639588,-250.8471397176872,-256.66832770294866,5.821187985261446,-396.36027490282737,-396.36027490282737,0.0,868.7412008236315,816.7205498056547,77.33333333333333,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,rem_only,5,lag_p5,True,1902,1852,924,367,561,7,7,42,0.0,0.8,0.8,0.0,True,-660.7989052633084,-292.23443029147336,-319.2600780482742,27.025647756800822,-529.1869333792172,-529.1869333792172,0.0,1324.2221447903876,1142.3738667584344,132.0,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,rem_only,5,lag_p5,True,1902,1852,924,367,561,13,7,78,0.0,0.8,0.8,0.0,True,-650.1438546995306,-323.4185271463069,-368.46464442685067,45.0461172805438,-550.5012487651558,-550.5012487651558,0.0,1594.7207281610818,1257.0024975303115,71.07692307692308,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,rem_only,5,lag_p5,True,1902,1842,918,363,561,2,2,2,0.0,0.8,0.8,0.8,True,-633.7354671756451,-251.32537075751878,-252.7446267922589,1.4192560347401297,-387.5256291292611,-390.9339027131034,3.4082735838422877,787.7107000695677,779.0512582585222,459.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,rem_only,5,lag_p5,True,1902,1842,918,363,561,13,2,13,0.0,0.8,0.8,0.8,True,-626.1162021389134,-267.7239363685682,-281.7619305938624,14.037994225294199,-445.322776720852,-461.82712581955997,16.504349098707962,972.9319252134991,916.645553441704,70.61538461538461,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,-5,lag_m5,True,6078,6028,3011,1203,1814,9,9,72,0.0,0.8,0.8,0.8,True,-4136.4995967599,-1680.1746798867339,-1803.79379836898,123.61911848224622,-2770.3173912949915,-2873.4367488021967,103.11935750720522,6080.871635998588,5684.634782589983,334.55555555555554,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,-5,lag_m5,True,6078,6028,3011,1203,1814,18,9,144,0.0,0.8,0.8,0.8,True,-4107.712989662182,-1671.8955534479264,-1831.6139866940282,159.71843324610177,-2862.766870315494,-2963.7639846761035,100.99711436060943,6806.0074474482,6013.533740630988,167.27777777777777,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,-5,lag_m5,True,6078,6018,3007,1200,1811,2,2,2,0.0,0.8,0.8,0.0,True,-2084.142660791529,-831.1520023201737,-831.481922629857,0.32992030968330255,-1256.0752908802137,-1256.0752908802137,0.0,2527.1538506761945,2516.1505817604275,1503.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,-5,lag_m5,True,6078,6018,3007,1200,1811,18,2,18,0.0,0.8,0.8,0.0,True,-2077.2566852330365,-823.0864890533079,-834.8411988737193,11.754709820411449,-1261.1598556189567,-1261.1598556189567,0.0,2657.349131479815,2558.3197112379135,167.05555555555554,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,-3,lag_m3,True,6078,6048,3021,1205,1822,9,9,72,0.0,0.8,0.8,0.8,True,-4153.284593321284,-1681.3139054441738,-1803.8200132496174,122.50610780544366,-2782.980257439178,-2885.73195346584,102.7516960266621,6106.514200481389,5709.960514878356,335.6666666666667,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,-3,lag_m3,True,6078,6048,3021,1205,1822,18,9,144,0.0,0.8,0.8,0.8,True,-4118.226742964456,-1701.0559137474256,-1865.3777725442242,164.32185879679855,-2905.332500003621,-2964.0725520381525,58.740052034531345,6891.772371213308,6098.665000007242,167.83333333333334,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,-3,lag_m3,True,6078,6038,3017,1203,1818,2,2,2,0.0,0.8,0.8,0.0,True,-2091.14974115457,-832.6436496918999,-833.5236151619937,0.8799654700937936,-1260.7020983725606,-1260.7020983725606,0.0,2536.415181294596,2525.404196745121,1508.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,-3,lag_m3,True,6078,6038,3017,1203,1818,18,2,18,0.0,0.8,0.8,0.0,True,-2082.5392013740625,-826.2828142780863,-836.8366020026484,10.553787724562085,-1269.2071758124935,-1269.2071758124935,0.0,2673.5132125702607,2574.414351624987,167.61111111111111,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,-1,lag_m1,True,6078,6068,3031,1210,1827,9,9,72,0.0,0.8,0.8,0.8,True,-4164.250332907998,-1689.1195019398128,-1809.0271609591175,119.90765901930467,-2789.428257175022,-2891.0238685618965,101.59561138687468,6119.60751440926,5722.856514350044,336.77777777777777,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,-1,lag_m1,True,6078,6068,3031,1210,1827,18,9,144,0.0,0.8,0.8,0.8,True,-4131.768411488004,-1676.6463847683365,-1822.2112847729559,145.5649000046194,-2871.824155756746,-2937.5919324951647,65.76777673841843,6825.150311631925,6031.648311513492,168.38888888888889,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,-1,lag_m1,True,6078,6058,3027,1207,1824,2,2,2,0.0,0.8,0.8,0.0,True,-2098.069424102065,-835.4682360358191,-836.2948714026202,0.8266353668010424,-1264.8369547313305,-1264.8369547313305,0.0,2544.6914838039297,2533.673909462661,1513.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,-1,lag_m1,True,6078,6058,3027,1207,1824,18,2,18,0.0,0.8,0.8,0.0,True,-2092.998920426186,-829.3371934445984,-836.2583572864831,6.921163841884777,-1270.0028704940553,-1270.0028704940553,0.0,2675.1639100595276,2576.0057409881106,168.16666666666666,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,0,lag_0,True,6078,6078,3037,1213,1828,9,9,72,0.0,0.8,0.8,0.8,True,-4170.216767517597,-1692.4320266977745,-1811.4765286092409,119.04450191146634,-2791.120643891387,-2890.539706743172,99.41906285178493,6123.031685927788,5726.241287782774,337.44444444444446,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,0,lag_0,True,6078,6078,3037,1213,1828,18,9,144,0.0,0.8,0.8,0.8,True,-4137.6046724160515,-1698.0772935832276,-1863.4738731095895,165.39657952636185,-2959.7053527963894,-3081.617519684946,121.91216688855638,7000.991501882809,6207.410705592779,168.72222222222223,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,0,lag_0,True,6078,6068,3031,1210,1827,2,2,2,0.0,0.8,0.8,0.0,True,-2100.805428467935,-837.6339048273651,-838.330846119282,0.6969412919169145,-1267.0309236091891,-1267.0309236091891,0.0,2549.082708331134,2538.0618472183783,1515.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,0,lag_0,True,6078,6068,3031,1210,1827,18,2,18,0.0,0.8,0.8,0.8,True,-2089.828202541404,-832.2297717084339,-842.5380935546059,10.30832184617202,-1274.2703481417852,-1275.6029110655654,1.3325629237801877,2683.7284462983744,2584.5406962835705,168.38888888888889,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,1,lag_p1,True,6078,6068,3031,1210,1827,9,9,72,0.0,0.8,0.8,0.8,True,-4164.991619215591,-1685.0849158203805,-1803.3508947696641,118.26597894928364,-2793.923418814963,-2893.266463142611,99.34304432764793,6128.597837689143,5731.846837629926,336.77777777777777,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,1,lag_p1,True,6078,6068,3031,1210,1827,18,9,144,0.0,0.8,0.8,0.8,True,-4133.483418750648,-1683.9422087512407,-1854.7091573031132,170.76694855187247,-2910.6548455700154,-2947.604630159077,36.94978458906144,6902.811691258464,6109.309691140031,168.38888888888889,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,1,lag_p1,True,6078,6058,3027,1207,1824,2,2,2,0.0,0.8,0.8,0.0,True,-2098.010401139785,-835.6486712436215,-836.2487333091495,0.60006206552805,-1264.933078488485,-1264.933078488485,0.0,2544.883731318239,2533.86615697697,1513.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,1,lag_p1,True,6078,6058,3027,1207,1824,18,2,18,0.0,0.8,0.8,0.8,True,-2091.231170811284,-830.3140756673888,-839.4151395113679,9.101063843979091,-1267.4488278250772,-1272.9888021796144,5.5399743545372075,2670.0558247215713,2570.8976556501543,168.16666666666666,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,3,lag_p3,True,6078,6048,3021,1205,1822,9,9,72,0.0,0.8,0.8,0.8,True,-4151.0107173298975,-1669.4219579220842,-1791.2683157342694,121.84635781218526,-2814.0138823482516,-2896.865359460033,82.85147711178115,6168.581450299536,5772.027764696503,335.6666666666667,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,3,lag_p3,True,6078,6048,3021,1205,1822,18,9,144,0.0,0.8,0.8,0.8,True,-4125.804520223799,-1675.2721284474246,-1844.3013499576393,169.0292215102147,-2939.190550099554,-2968.7356961343944,29.5451460348404,6959.488471405174,6166.381100199108,167.83333333333334,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,3,lag_p3,True,6078,6038,3017,1203,1818,2,2,2,0.0,0.8,0.8,0.0,True,-2091.0654936624323,-832.8338026062787,-833.4355083750003,0.6017057687215583,-1260.8276515709117,-1260.8276515709117,0.0,2536.6662876912983,2525.6553031418234,1508.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,3,lag_p3,True,6078,6038,3017,1203,1818,18,2,18,0.0,0.8,0.8,0.8,True,-2081.4666725547063,-829.4000541060651,-840.6879392576061,11.28788515154099,-1266.989804699522,-1280.150533796112,13.160729096590103,2669.078470344318,2569.979609399044,167.61111111111111,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,stable_sleep,5,lag_p5,True,6078,6028,3011,1203,1814,9,9,72,0.0,0.8,0.8,0.8,True,-4139.125645918077,-1662.447399128082,-1783.652235870203,121.20483674212096,-2806.851128718606,-2885.83950565849,78.98837693988389,6153.9391108458185,5757.702257437212,334.55555555555554,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,stable_sleep,5,lag_p5,True,6078,6028,3011,1203,1814,18,9,144,0.0,0.8,0.8,0.8,True,-4107.57127656867,-1670.614671084138,-1833.3734321639572,162.75876107981912,-2943.105453818189,-3046.936065230368,103.83061141217922,6966.684614453589,6174.210907636378,167.27777777777777,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,stable_sleep,5,lag_p5,True,6078,6018,3007,1200,1811,2,2,2,0.0,0.8,0.8,0.0,True,-2084.136134061796,-830.6235584553721,-831.3897921203317,0.7662336649596,-1256.0094867370753,-1256.0094867370753,0.0,2527.0222423899177,2516.0189734741507,1503.5,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,stable_sleep,5,lag_p5,True,6078,6018,3007,1200,1811,18,2,18,0.0,0.8,0.8,0.0,True,-2079.4800760594444,-822.1639430784762,-830.43771648454,8.27377340606381,-1261.012668481319,-1261.012668481319,0.0,2657.0547572045393,2558.025336962638,167.05555555555554,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,-5,lag_m5,True,4388,4338,2166,862,1310,9,9,72,0.0,0.8,0.8,0.0,True,-3026.414055616408,-1140.7804369995038,-1209.345801184019,68.56536418451515,-1759.104626729221,-1759.104626729221,0.0,4035.009587424496,3662.209253458442,240.66666666666666,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,-5,lag_m5,True,4388,4338,2166,862,1310,18,9,144,0.0,0.8,0.8,0.0,True,-2980.6499378413987,-1144.9344844334755,-1269.5456568381474,124.61117240467183,-1895.2691199757573,-1895.2691199757573,0.0,4824.138907883623,4078.5382399515147,120.33333333333333,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,-5,lag_m5,True,4388,4328,2162,861,1305,2,2,2,0.0,0.8,0.8,0.0,True,-1498.0114256656764,-596.0406160167861,-597.860676520845,1.8200605040589153,-902.7858142160596,-902.7858142160596,0.0,1819.919545071633,1809.5716284321193,1081.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,-5,lag_m5,True,4388,4328,2162,861,1305,18,2,18,0.0,0.8,0.8,0.0,True,-1491.0802021621066,-585.6733582896021,-601.1997140187372,15.526355729135048,-907.0322566804614,-907.0322566804614,0.0,1943.195763116545,1850.0645133609228,120.11111111111111,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,-3,lag_m3,True,4388,4358,2176,870,1312,9,9,72,0.0,0.8,0.8,0.0,True,-3027.646521616074,-1151.6052808294833,-1219.4712845762363,67.866003746753,-1759.2991595829487,-1759.2991595829487,0.0,4035.508492970188,3662.5983191658975,241.77777777777777,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,-3,lag_m3,True,4388,4358,2176,870,1312,18,9,144,0.0,0.8,0.8,0.0,True,-3002.3228832801533,-1164.9150445444475,-1281.2635126306875,116.34846808624002,-1841.093475363672,-1841.093475363672,0.0,4716.007298335925,3970.186950727344,120.88888888888889,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,-3,lag_m3,True,4388,4348,2172,865,1311,2,2,2,0.0,0.8,0.8,0.0,True,-1505.0449547946466,-598.9872054171537,-600.42034818967,1.4331427725162484,-907.0850891282129,-907.0850891282129,0.0,1828.5272692239532,1818.1701782564257,1086.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,-3,lag_m3,True,4388,4348,2172,865,1311,18,2,18,0.0,0.8,0.8,0.0,True,-1499.092721935242,-593.6532663086616,-599.0396108266285,5.386344517966904,-907.5824446720915,-907.5824446720915,0.0,1944.3787080519296,1851.164889344183,120.66666666666667,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,-1,lag_m1,True,4388,4378,2186,871,1321,9,9,72,0.0,0.8,0.8,0.0,True,-3033.4621978125742,-1143.4265110458202,-1211.5145157072775,68.08800466145726,-1778.2159207589568,-1778.2159207589568,0.0,4073.8342314435213,3700.4318415179137,242.88888888888889,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,-1,lag_m1,True,4388,4378,2186,871,1321,18,9,144,0.0,0.8,0.8,0.0,True,-2996.520127607495,-1122.0919626746606,-1223.7708579651633,101.67889529050262,-1937.1536051587095,-1937.1536051587095,0.0,4909.111990168634,4162.307210317419,121.44444444444444,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,-1,lag_m1,True,4388,4368,2182,870,1316,2,2,2,0.0,0.8,0.8,0.0,True,-1511.9924572837965,-602.4119493013262,-603.8890694642628,1.4771201629365578,-910.4277042361445,-910.4277042361445,0.0,1835.2201126960595,1824.855408472289,1091.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,-1,lag_m1,True,4388,4368,2182,870,1316,18,2,18,0.0,0.8,0.8,0.0,True,-1506.4095998509426,-593.8633025680313,-605.9104297418977,12.047127173866443,-911.7685367953203,-911.7685367953203,0.0,1952.8194116045754,1859.5370735906406,121.22222222222223,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,0,lag_0,True,4388,4388,2192,872,1324,9,9,72,0.0,0.8,0.8,0.0,True,-3039.333329752849,-1145.961039415348,-1213.940036572076,67.97899715672793,-1781.9779427902515,-1781.9779427902515,0.0,4081.5216026082835,3707.955885580503,243.55555555555554,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,0,lag_0,True,4388,4388,2192,872,1324,18,9,144,0.0,0.8,0.8,0.0,True,-3007.995562581016,-1159.514344236036,-1268.190065839082,108.67572160304599,-1939.3731001529795,-1939.3731001529795,0.0,4913.877634361521,4166.746200305959,121.77777777777777,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,0,lag_0,True,4388,4378,2186,871,1321,2,2,2,0.0,0.8,0.8,0.0,True,-1514.7770680863152,-603.1832230791522,-604.5336594354786,1.3504363563264405,-913.903282670096,-913.903282670096,0.0,1842.1788539492368,1831.806565340192,1093.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,0,lag_0,True,4388,4378,2186,871,1321,18,2,18,0.0,0.8,0.8,0.0,True,-1505.6429054257023,-593.104334513954,-608.7010711156738,15.59673660171984,-913.820296168656,-913.820296168656,0.0,1956.9911898187138,1863.640592337312,121.44444444444444,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,1,lag_p1,True,4388,4378,2186,871,1321,9,9,72,0.0,0.8,0.8,0.0,True,-3031.225912574344,-1140.2709359401802,-1209.1004893279148,68.82955338773468,-1781.8415974545258,-1781.8415974545258,0.0,4081.085584834659,3707.6831949090515,242.88888888888889,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,1,lag_p1,True,4388,4378,2186,871,1321,18,9,144,0.0,0.8,0.8,0.0,True,-2997.4864192928053,-1152.4645168516306,-1279.0684287946724,126.6039119430418,-1899.2133021709221,-1899.2133021709221,0.0,4833.231384193059,4086.4266043418443,121.44444444444444,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,1,lag_p1,True,4388,4368,2182,870,1316,2,2,2,0.0,0.8,0.8,0.0,True,-1512.039827533826,-602.4364442516796,-603.8230207339318,1.386576482252167,-910.4727122233502,-910.4727122233502,0.0,1835.310128670471,1824.9454244467004,1091.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,1,lag_p1,True,4388,4368,2182,870,1316,18,2,18,0.0,0.8,0.8,0.0,True,-1506.6995136258004,-592.8245618269315,-602.3285298856367,9.503968058705254,-912.4787841311803,-912.4787841311803,0.0,1954.2399062762954,1860.9575682623606,121.22222222222223,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,3,lag_p3,True,4388,4358,2176,870,1312,9,9,72,0.0,0.8,0.8,0.8,True,-3017.255309557232,-1138.9395421278266,-1205.2004183777613,66.26087624993465,-1754.699430651166,-1761.4067942239046,6.707363572738586,4026.3090351066226,3653.398861302332,241.77777777777777,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,3,lag_p3,True,4388,4358,2176,870,1312,18,9,144,0.0,0.8,0.8,0.0,True,-2984.7236667652573,-1148.7932688761691,-1262.600585915448,113.80731703927881,-1952.8772208544885,-1952.8772208544885,0.0,4939.574789317558,4193.7544417089775,120.88888888888889,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,3,lag_p3,True,4388,4348,2172,865,1311,2,2,2,0.0,0.8,0.8,0.0,True,-1505.2070634907993,-599.16175844336,-600.130070394754,0.9683119513939573,-907.2832466576041,-907.2832466576041,0.0,1828.9235842827356,1818.5664933152082,1086.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,3,lag_p3,True,4388,4348,2172,865,1311,18,2,18,0.0,0.8,0.8,0.0,True,-1497.1239935065903,-593.1554339998828,-600.0987211250945,6.943287125211668,-911.045705282299,-911.045705282299,0.0,1951.3052292723446,1858.091410564598,120.66666666666667,ok
C0_EEG_next_given_EEG,EEG self-transition baseline,EEG_next,transition_epochs,5,lag_p5,True,4388,4338,2166,862,1310,9,9,72,0.0,0.8,0.8,0.8,True,-3009.3740816443665,-1121.8769895408625,-1186.342037576996,64.46504803613357,-1744.3512734068513,-1755.1115237017377,10.760250294886418,4005.5028807797567,3632.7025468137026,240.66666666666666,ok
C1_EEG_next_given_EEG_RNG,EEG transition conditioned by RNG,EEG_next,transition_epochs,5,lag_p5,True,4388,4338,2166,862,1310,18,9,144,0.0,0.8,0.8,0.8,True,-2983.287770300749,-1123.0246308191113,-1227.213402616919,104.1887717978077,-1948.0193388375446,-1950.5824441532204,2.5631053156757844,4929.639345607197,4184.038677675089,120.33333333333333,ok
C2_RNG_next_given_RNG,RNG self-transition baseline,RNG_next,transition_epochs,5,lag_p5,True,4388,4328,2162,861,1305,2,2,2,0.0,0.8,0.8,0.0,True,-1498.2395787869807,-596.45145053406,-597.3808936956301,0.9294431615701342,-903.1284559503671,-903.1284559503671,0.0,1820.6048285402478,1810.2569119007342,1081.0,ok
C3_RNG_next_given_RNG_EEG,RNG transition conditioned by EEG,RNG_next,transition_epochs,5,lag_p5,True,4388,4328,2162,861,1305,18,2,18,0.0,0.8,0.8,0.0,True,-1491.1317658075452,-591.724637260877,-598.0915151286565,6.366877867779522,-903.8795375312915,-903.8795375312915,0.0,1936.8903248182053,1843.759075062583,120.11111111111111,ok
