control_type,replicate,regime,lag_epochs,lag_label,valid,n_rows,n_subjects,max_baseline_eps_test,max_augmented_eps_test,max_conditional_lift,max_fraction_positive_lift,max_bic_improvement,max_ll_improvement,n_positive_lift_rows,n_strong_candidate_rows,n_multichannel_pair_rows,n_multichannel_positive_lift_rows,n_multichannel_strong_candidate_rows,eps_saturation_value,n_eps_saturated_rows,eps_saturation_fraction,collapsed_by_lift,collapsed_by_bic,collapsed_by_subject_fraction,collapsed_by_strong_candidates,collapsed_overall,reason
stage_preserving_rng_shuffle,1,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.5,-127.19796718823636,-3.515539143094202,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
stage_preserving_rng_shuffle,2,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.7,-125.54127907010434,-2.6871950840279624,0,0,2,0,0,0.8,2,0.5,True,True,False,True,False,control_effect_survived
stage_preserving_rng_shuffle,3,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.8,0.2,-126.88383890776049,-3.3584750028562667,1,0,2,0,0,0.8,3,0.75,False,True,True,True,False,control_effect_survived
stage_preserving_rng_shuffle,4,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.3,-125.71825432801097,-2.7756827129815065,0,0,2,0,0,0.8,4,1.0,True,True,True,True,True,ok
stage_preserving_rng_shuffle,5,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.8,0.5,-132.49767057259078,-6.16539083527141,1,0,2,0,0,0.8,3,0.75,False,True,True,True,False,control_effect_survived
stage_preserving_rng_shuffle,6,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.3,-129.25225814336454,-4.542684620658292,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
stage_preserving_rng_shuffle,7,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.4,-121.85718803067539,-0.8451495643134876,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
stage_preserving_rng_shuffle,8,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.8,0.5,-129.36111907956047,-4.597115088756027,1,0,2,0,0,0.8,3,0.75,False,True,True,True,False,control_effect_survived
stage_preserving_rng_shuffle,9,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.4,-132.33882246520307,-6.085966781577326,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
stage_preserving_rng_shuffle,10,stable_sleep,0,lag_0,True,6078,10,0.8,0.8,0.0,0.4,-130.37949434138136,-5.106302719666701,0,0,2,0,0,0.8,2,0.5,True,True,True,True,True,ok
