regime,lag_epochs,lag_label,family,baseline_model,augmented_model,valid,primary,baseline_eps_test,augmented_eps_test,conditional_lift,baseline_ll_test,augmented_ll_test,ll_improvement,baseline_bic_test,augmented_bic_test,bic_improvement,baseline_aic_test,augmented_aic_test,aic_improvement,n_subjects_evaluated,n_subjects_positive_lift,fraction_positive_lift,reason,control_type,replicate,control_seed,control_collapsed_overall
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.590709501139,-5737.740130731793,-0.1494212306542977,11493.224132346895,11637.864681565145,-144.64054921824754,11479.181419002278,11511.480261463586,-32.298842461308595,10,2,0.2,ok,conditional_target_shuffle,0,424242,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4572.830673325583,-4617.848664803199,-45.0179914776154,9714.587167984617,10373.548972273298,-658.9618042886814,9289.661346651166,9523.697329606395,-234.0359829552308,10,0,0.0,ok,conditional_target_shuffle,0,424242,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.8,0.0,-1869.6508546824225,-1871.4493405220392,-1.79848583961666,3755.1007583089095,3885.1168079799418,-130.0160496710323,3743.301709364845,3778.8986810440783,-35.59697167923332,10,1,0.1,ok,conditional_target_shuffle,0,424242,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3192.9283966100825,-3378.3074644398043,-185.37906782972183,6926.647191365179,7838.1957251696385,-911.5485338044592,6529.856793220165,7044.614928879609,-514.7581356594437,10,2,0.2,ok,conditional_target_shuffle,0,424242,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1265.0131373480576,-1271.6494630987982,-6.636325750740525,2545.044945228148,2678.4866762124,-133.441730984252,2534.0262746961157,2579.2989261975963,-45.27265150148105,10,1,0.1,ok,conditional_target_shuffle,0,424242,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-16055.658833072444,-16074.066647153308,-18.407814080865137,32760.85534655111,33447.208655119066,-686.3533085679555,32255.317666144885,32436.13329430661,-180.81562816173027,10,1,0.1,ok,conditional_target_shuffle,1,425251,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.8658001140175,-5739.82426038137,-1.9584602673521656,11493.774313572652,11642.032940864296,-148.25862729164328,11479.731600228037,11515.64852076274,-35.91692053470433,10,0,0.0,ok,conditional_target_shuffle,1,425251,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4552.373560451259,-4593.313479618695,-40.93991916743562,9673.67294223597,10324.478601904291,-650.8056596683218,9248.74712090252,9474.62695923739,-225.87983833487124,10,2,0.2,ok,conditional_target_shuffle,1,425251,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.8,0.0,-1868.561275780272,-1875.20035629306,-6.639080512788269,3752.921600504608,3892.6188395219833,-139.69723901737552,3741.1225515605433,3786.40071258612,-45.27816102557654,10,3,0.3,ok,conditional_target_shuffle,1,425251,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3227.170090308328,-3308.1362555772844,-80.9661652689565,6995.13057876167,7697.853307444599,-702.7227286829284,6598.340180616656,6904.272511154569,-305.932330537913,10,1,0.1,ok,conditional_target_shuffle,1,425251,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1265.8957285400743,-1273.5746546833516,-7.678926143277295,2546.8090314214173,2682.337059381507,-135.52802796008973,2535.7914570801486,2583.149309366703,-47.35785228655459,10,2,0.2,ok,conditional_target_shuffle,1,425251,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-15932.405079525512,-15946.353589869046,-13.94851034353269,32514.34783945725,33191.78254055054,-677.4347010932906,32008.810159051027,32180.70717973809,-171.89702068706538,10,0,0.0,ok,conditional_target_shuffle,2,426260,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.65015473859,-5739.4541628641255,-1.8040081255358016,11493.343022821797,11641.292745829807,-147.94972300801055,11479.30030947718,11514.908325728253,-35.608016251071604,10,1,0.1,ok,conditional_target_shuffle,2,426260,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4447.147057435519,-4561.565442692643,-114.4183852571241,9463.219936204488,10260.982528052187,-797.7625918476988,9038.294114871038,9411.130885385286,-372.8367705142482,10,2,0.2,ok,conditional_target_shuffle,2,426260,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1870.2478960898293,-1884.9698973002808,-14.722001210451936,3756.294841123723,3912.157921536426,-155.86308041270286,3744.4957921796586,3805.9397946005615,-61.44400242090387,10,2,0.2,ok,conditional_target_shuffle,2,426260,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-3221.2047552103145,-3345.080866697777,-123.87611148746235,6983.199908565643,7771.742529685584,-788.5426211199401,6586.409510420629,6978.161733395554,-391.75222297492473,10,1,0.1,ok,conditional_target_shuffle,2,426260,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.8,0.8,-1264.9768046561392,-1275.1080904194948,-10.131285763355663,2544.971183653547,2685.403930853794,-140.43274720024692,2533.9536093122783,2586.2161808389897,-52.262571526711326,10,1,0.1,ok,conditional_target_shuffle,2,426260,False
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-16012.32896150725,-16044.078495403406,-31.74953389615621,32674.195603420725,33387.23235161926,-713.0367481985377,32168.6579230145,32376.15699080681,-207.4990677923124,10,0,0.0,ok,conditional_target_shuffle,3,427269,False
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.081584096226,-5741.047530634326,-3.96594653810007,11492.20588153707,11644.479481370208,-152.2735998331391,11478.163168192452,11518.095061268652,-39.93189307620014,10,1,0.1,ok,conditional_target_shuffle,3,427269,False
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4356.545818632736,-4428.583590454018,-72.03777182128215,9282.017458598924,9995.018823574936,-713.0013649760149,8857.091637265472,9145.167180908036,-288.0755436425643,10,2,0.2,ok,conditional_target_shuffle,3,427269,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1868.875716832874,-1873.3184311382747,-4.442714305400614,3753.5504826098127,3888.854989212413,-135.3045066026002,3741.751433665748,3782.636862276549,-40.88542861080123,10,1,0.1,ok,conditional_target_shuffle,3,427269,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-3188.9022301763384,-3311.464411242768,-122.56218106642928,6918.594858497691,7704.509618775565,-785.9147602778739,6521.804460352677,6910.928822485535,-389.12436213285855,10,2,0.2,ok,conditional_target_shuffle,3,427269,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.8,0.8,-1265.7553575697605,-1267.1832381483748,-1.4278805786143494,2546.5282894807897,2669.554226311554,-123.0259368307643,2535.510715139521,2570.3664762967496,-34.8557611572287,10,4,0.4,ok,conditional_target_shuffle,3,427269,False
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-15983.294039885155,-16007.359769502254,-24.06572961709753,32616.12576017654,33313.79489981696,-697.6691396404203,32110.588079770318,32302.71953900451,-192.13145923419503,10,0,0.0,ok,conditional_target_shuffle,4,428278,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5738.850991726084,-5746.056772959526,-7.205781233442394,11495.744696796784,11654.497966020608,-158.75326922382374,11481.701983452169,11528.113545919052,-46.41156246688479,10,2,0.2,ok,conditional_target_shuffle,4,428278,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-4547.650249945979,-4588.1149188608815,-40.46466891490218,9664.22632122541,10314.081480388664,-649.8551591632549,9239.30049989196,9464.229837721765,-224.92933782980435,10,0,0.0,ok,conditional_target_shuffle,4,428278,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1869.605491129384,-1873.9542691800496,-4.348778050665942,3755.010031202832,3890.126665295963,-135.11663409313087,3743.210982258768,3783.9085383601,-40.69755610133189,10,2,0.2,ok,conditional_target_shuffle,4,428278,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-3256.97943726594,-3304.8784294833217,-47.898992217381874,7054.749272676894,7691.337655256673,-636.5883825797791,6657.95887453188,6897.756858966643,-239.79798443476372,10,1,0.1,ok,conditional_target_shuffle,4,428278,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1264.2748528431669,-1275.6765845427792,-11.401731699612355,2543.5672800276025,2686.5409191003628,-142.9736390727603,2532.5497056863337,2587.3531690855584,-54.80346339922471,10,3,0.3,ok,conditional_target_shuffle,4,428278,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-16096.478554970088,-16116.559985066267,-20.081430096179247,32842.4947903464,33532.19533094498,-689.7005405985838,32336.957109940176,32521.11997013253,-184.1628601923585,10,0,0.0,ok,conditional_target_shuffle,5,429287,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-5738.602813524059,-5741.207630590686,-2.60481706662722,11495.248340392734,11644.799681282928,-149.5513408901934,11481.205627048115,11518.415261181372,-37.20963413325444,10,0,0.0,ok,conditional_target_shuffle,5,429287,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4492.448040516253,-4536.04713047544,-43.59908995918704,9553.821902365957,10209.94590361778,-656.1240012518247,9128.896081032506,9360.09426095088,-231.19817991837408,10,1,0.1,ok,conditional_target_shuffle,5,429287,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1869.762201743746,-1876.0704258992928,-6.308224155546895,3755.323452431556,3894.358978734449,-139.03552630289278,3743.524403487492,3788.1408517985856,-44.61644831109379,10,0,0.0,ok,conditional_target_shuffle,5,429287,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-3241.339161787369,-3380.084636450872,-138.7454746635026,7023.4687217197525,7841.750069191773,-818.2813474720206,6626.678323574738,7048.169272901743,-421.4909493270052,10,1,0.1,ok,conditional_target_shuffle,5,429287,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.8,0.8,-1265.2661895950102,-1269.7060686108964,-4.439879015886163,2545.549953531289,2674.599887236597,-129.04993370530792,2534.5323791900205,2575.412137221793,-40.879758031772326,10,3,0.3,ok,conditional_target_shuffle,5,429287,False
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-15987.54485217732,-16020.332678916711,-32.78782673939168,32624.627384760865,33339.74071864587,-715.1133338850086,32119.08970435464,32328.665357833423,-209.57565347878332,10,1,0.1,ok,conditional_target_shuffle,6,430296,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-5737.6798245148775,-5741.079138516677,-3.399314001799212,11493.402362374372,11644.54269713491,-151.14033476053737,11479.359649029757,11518.158277033352,-38.79862800359842,10,0,0.0,ok,conditional_target_shuffle,6,430296,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-4627.110589023268,-4690.18842777303,-63.07783874976212,9823.146999379986,10518.22849821296,-695.0814988329748,9398.221178046537,9668.37685554606,-270.15567749952424,10,1,0.1,ok,conditional_target_shuffle,6,430296,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1869.394983349204,-1882.516786430637,-13.121803081433429,3754.589015642472,3907.2516997971375,-152.66268415466584,3742.789966698407,3801.033572861274,-58.24360616286685,10,4,0.4,ok,conditional_target_shuffle,6,430296,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3270.0926773977862,-3398.42069016008,-128.32801276229384,7080.975752940587,7878.42217661019,-797.4464236696031,6684.1853547955725,7084.84138032016,-400.6560255245877,10,1,0.1,ok,conditional_target_shuffle,6,430296,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.8,0.0,-1263.9877537768211,-1272.14229354015,-8.154539763329012,2542.993081894911,2679.472337095104,-136.47925520019317,2531.9755075536423,2580.2845870803003,-48.30907952665802,10,5,0.5,ok,conditional_target_shuffle,6,430296,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-16035.176363983792,-16058.625746271708,-23.4493822879158,32719.89040837381,33416.326853355866,-696.4364449820569,32214.352727967584,32405.25149254341,-190.8987645758316,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.727495450825,-5740.367212766194,-2.6397173153691256,11493.497704246269,11643.118845633944,-149.6211413876772,11479.45499090165,11516.734425532388,-37.27943463073825,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4534.700843832886,-4586.389976241008,-51.68913240812253,9638.327508999222,10310.631595148918,-672.3040861496956,9213.401687665772,9460.779952482017,-247.37826481624504,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1867.7849896123112,-1871.1063123338065,-3.321322721495335,3751.369028168687,3884.430751603477,-133.06172343478966,3739.5699792246223,3778.212624667613,-38.64264544299067,10,0,0.0,ok,conditional_target_shuffle,7,431305,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-3276.1564669099007,-3351.676192348872,-75.51972543897136,7093.103331964816,7784.933180987774,-691.8298490229581,6696.312933819801,6991.352384697744,-295.0394508779427,10,0,0.0,ok,conditional_target_shuffle,7,431305,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.8,0.8,-1263.2551668234448,-1265.234729078384,-1.9795622549390828,2541.5279079881584,2665.657208171572,-124.12930018341376,2530.5103336468896,2566.469458156768,-35.959124509878166,10,2,0.2,ok,conditional_target_shuffle,7,431305,False
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-15893.667447493564,-15905.261109026502,-11.593661532939224,32436.87257539335,33109.597578865454,-672.7250034721037,31931.334894987125,32098.522218053004,-167.18732306587845,10,0,0.0,ok,conditional_target_shuffle,8,432314,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5739.949823026737,-5741.980598830508,-2.0307758037706662,11497.942359398092,11646.345617762572,-148.40325836448028,11483.899646053474,11519.961197661016,-36.06155160754133,10,1,0.1,ok,conditional_target_shuffle,8,432314,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4495.436318744507,-4528.800019343354,-33.36370059884666,9559.798458822464,10195.451681353608,-635.6532225311439,9134.872637489014,9345.600038686707,-210.72740119769333,10,2,0.2,ok,conditional_target_shuffle,8,432314,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.8,0.0,-1867.967141039374,-1875.0338758734165,-7.066734834042336,3751.733331022812,3892.285878682696,-140.55254765988366,3739.934282078748,3786.067751746833,-46.13346966808467,10,1,0.1,ok,conditional_target_shuffle,8,432314,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3237.758168226606,-3299.7013430673,-61.94317484069416,7016.306734598226,7680.98348242463,-664.6767478264037,6619.516336453212,6887.4026861346,-267.8863496813883,10,0,0.0,ok,conditional_target_shuffle,8,432314,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1264.5269186211567,-1272.8035227356147,-8.276604114457996,2544.071411583582,2680.7947954860338,-136.7233839024516,2533.0538372423134,2581.6070454712294,-48.55320822891599,10,2,0.2,ok,conditional_target_shuffle,8,432314,False
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-16030.376742452308,-16089.06847146577,-58.691729013462464,32710.29116531084,33477.21230374399,-766.9211384331502,32204.753484904613,32466.13694293154,-261.3834580269249,10,0,0.0,ok,conditional_target_shuffle,9,433323,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.618799025082,-5736.8456637049085,0.7731353201734237,11493.28031139478,11636.075747511371,-142.7954361165921,11479.237598050164,11509.691327409815,-30.453729359653156,10,0,0.0,ok,conditional_target_shuffle,9,433323,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4499.450138489194,-4597.578229279924,-98.12809079073033,9567.826098311838,10333.00810122675,-765.1820029149112,9142.900276978387,9483.156458559848,-340.2561815814606,10,1,0.1,ok,conditional_target_shuffle,9,433323,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1868.5680226741397,-1878.5292880391764,-9.96126536503698,3752.935094292344,3899.276703014216,-146.34160872187294,3741.136045348279,3793.058576078353,-51.92253073007396,10,1,0.1,ok,conditional_target_shuffle,9,433323,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-3242.178669709744,-3297.082341270408,-54.90367156066441,7025.147737564502,7675.745478830846,-650.5977412663442,6628.357339419487,6882.164682540816,-253.8073431213288,10,1,0.1,ok,conditional_target_shuffle,9,433323,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1265.1060212892196,-1267.0251341135047,-1.9191128242850937,2545.229616919708,2669.2380182418137,-124.00840132210578,2534.212042578439,2570.0502682270094,-35.83822564857019,10,2,0.2,ok,conditional_target_shuffle,9,433323,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-16005.435635051434,-16036.658120235774,-31.222485184340258,32660.40895050909,33372.391601284,-711.9826507749058,32154.871270102867,32361.316240471548,-206.4449703686805,10,1,0.1,ok,conditional_target_shuffle,10,434332,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-5739.307064200048,-5744.563815101678,-5.256750901629857,11496.656841744714,11651.512050304911,-154.85520856019866,11482.614128400097,11525.127630203357,-42.51350180325972,10,2,0.2,ok,conditional_target_shuffle,10,434332,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-4444.693925159088,-4521.245634312914,-76.55170915382678,9458.313671651626,10180.34291129273,-722.0292396411041,9033.387850318177,9330.491268625829,-297.1034183076536,10,1,0.1,ok,conditional_target_shuffle,10,434332,False
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1868.623316090824,-1878.607173549592,-9.983857458767943,3753.0456811257127,3899.432474035048,-146.38679290933487,3741.246632181648,3793.214347099184,-51.967714917535886,10,2,0.2,ok,conditional_target_shuffle,10,434332,False
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3238.262547276218,-3437.37691436396,-199.11436708774227,7017.31549269745,7956.33462501795,-939.0191323205,6620.525094552436,7162.75382872792,-542.2287341754845,10,1,0.1,ok,conditional_target_shuffle,10,434332,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1265.214410760322,-1274.556395582313,-9.341984821990993,2545.4463958619126,2684.30054117943,-138.85414531751758,2534.428821520644,2585.112791164626,-50.68396964398198,10,3,0.3,ok,conditional_target_shuffle,10,434332,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-15909.876684525338,-15930.206871431836,-20.330186906499875,32469.2910494569,33159.489103676126,-690.198054219225,31963.753369050675,32148.413742863675,-184.66037381299972,10,0,0.0,ok,conditional_target_shuffle,11,435341,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5737.646614887896,-5742.167111498855,-4.520496610958617,11493.33594312041,11646.718643099266,-153.38269997885618,11479.293229775792,11520.33422299771,-41.04099322191723,10,1,0.1,ok,conditional_target_shuffle,11,435341,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.0,-0.8,-4433.343791468902,-4497.186984555567,-63.84319308666454,9435.613404271257,10132.225611778034,-696.6122075067797,9010.687582937804,9282.373969111131,-271.6863861733291,10,0,0.0,ok,conditional_target_shuffle,11,435341,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1868.0453018562475,-1877.8796462285952,-9.834344372347914,3751.889652656559,3897.977419393054,-146.0877667364948,3740.090603712495,3791.7592924571904,-51.66868874469583,10,1,0.1,ok,conditional_target_shuffle,11,435341,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3203.968363851915,-3331.5782093838807,-127.60984553196568,6948.7271258488445,7744.737215057791,-796.0100892089467,6551.93672770383,6951.156418767761,-399.21969106393135,10,0,0.0,ok,conditional_target_shuffle,11,435341,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-1264.588084631191,-1270.035149568396,-5.447064937205141,2544.1937436036505,2675.2580491515964,-131.06430554794588,2533.176169262382,2576.070299136792,-42.89412987441028,10,3,0.3,ok,conditional_target_shuffle,11,435341,True
full,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.0,0.0,0.0,-11561.514720373229,-11698.68530818403,-137.17058781080414,23772.627979696423,24696.567694268,-923.939714571574,23267.029440746453,23685.37061636806,-418.3411756216083,10,0,0.0,ok,stage_preserving_rng_shuffle,0,424242,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.0,0.0,0.0,-5744.334069325397,-5746.68238885597,-2.3483195305734625,11506.712542510517,11655.764412449433,-149.05186993891766,11492.668138650792,11529.36477771194,-36.696639061146925,10,1,0.1,ok,stage_preserving_rng_shuffle,0,424242,True
no_wake,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-3314.352501537434,-3416.254169826948,-101.90166828951396,7197.630824408318,7970.359982320797,-772.7291579124785,6772.705003074868,7120.508339653896,-347.8033365790279,10,1,0.1,ok,stage_preserving_rng_shuffle,0,424242,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,D2_RNG_next_given_RNG_MCEEG,True,False,0.8,0.0,-0.8,-1871.31010406512,-1878.213412959496,-6.903308894376096,3758.4222222342246,3898.644952854856,-140.22273062063095,3746.62020813024,3792.426825918992,-45.80661778875219,10,1,0.1,ok,stage_preserving_rng_shuffle,0,424242,True
stable_sleep,0,lag_0,MCEEG_next,D0_MCEEG_next_given_MCEEG,D1_MCEEG_next_given_MCEEG_RNG,True,False,0.8,0.8,0.0,-2596.00454148805,-2676.5659979521497,-80.56145646409959,5732.799481121115,6434.712792194329,-701.9133110732146,5336.0090829761,5641.131995904299,-305.1229129281992,10,2,0.2,ok,stage_preserving_rng_shuffle,0,424242,False
