regime,lag_epochs,lag_label,family,baseline_model,augmented_model,valid,primary,baseline_eps_test,augmented_eps_test,conditional_lift,baseline_ll_test,augmented_ll_test,ll_improvement,baseline_bic_test,augmented_bic_test,bic_improvement,baseline_aic_test,augmented_aic_test,aic_improvement,n_subjects_evaluated,n_subjects_positive_lift,fraction_positive_lift,reason,control_type,replicate,control_seed,control_collapsed_overall
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1264.3265497022794,-1272.3900225499897,-8.063472847710045,2543.670673745828,2679.938214171396,-136.2675404255683,2532.653099404559,2580.780045099979,-48.12694569542009,10,1,0.1,ok,conditional_target_shuffle,11,435341,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12110.797272262822,-72.45094320144563,24726.29119707272,25520.79162242558,-794.5004253528568,24220.692658122756,24509.594544525644,-288.90188640289125,10,0,0.0,ok,stage_preserving_rng_shuffle,0,424242,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5744.334069325397,-5741.344730149697,2.9893391756995698,11506.712542510517,11645.089095036888,-138.3765525263716,11492.668138650792,11518.689460299394,-26.02132164860086,10,2,0.2,ok,stage_preserving_rng_shuffle,0,424242,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3568.819446222014,-107.09770408062332,7492.369305616232,8275.490535110928,-783.1212294946963,7067.443484282781,7425.638892444028,-358.19540816124663,10,2,0.2,ok,stage_preserving_rng_shuffle,0,424242,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1871.31010406512,-1874.880242210933,-3.5701381458129617,3758.4222222342246,3891.978611357729,-133.5563891235047,3746.62020813024,3785.760484421866,-39.14027629162592,10,3,0.3,ok,stage_preserving_rng_shuffle,0,424242,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2990.216183782942,-199.0955398915553,6123.031685927788,7062.013163855914,-938.981477928126,5726.241287782774,6268.432367565884,-542.1910797831106,10,1,0.1,ok,stage_preserving_rng_shuffle,0,424242,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.0150879574835,-1268.584218142017,-1.5691301845336056,2549.0510370277234,2672.356186298839,-123.30514927111562,2538.0301759149675,2573.1684362840347,-35.13826036906721,10,3,0.3,ok,stage_preserving_rng_shuffle,0,424242,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12140.762590124066,-102.41626106268995,24726.29119707272,25580.722258148067,-854.4310610753455,24220.692658122756,24569.525180248133,-348.8325221253799,10,0,0.0,ok,stage_preserving_rng_shuffle,1,425251,False
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.8,0.8,-5745.749348440919,-5742.22564911256,3.5236993283588163,11509.54310074156,11646.850932962612,-137.3078322210531,11495.498696881838,11520.45129822512,-24.952601343282367,10,1,0.1,ok,stage_preserving_rng_shuffle,1,425251,False
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3574.6555386287614,-112.93379648737071,7492.369305616232,8287.162719924423,-794.7934143081911,7067.443484282781,7437.311077257523,-369.8675929747415,10,0,0.0,ok,stage_preserving_rng_shuffle,1,425251,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.537024046359,-1874.9843753998048,-4.447351353445811,3756.876062196703,3892.186877735473,-135.31081553877038,3745.074048092718,3785.9687507996096,-40.89470270689162,10,2,0.2,ok,stage_preserving_rng_shuffle,1,425251,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2903.7399355766674,-112.6192916852806,6123.031685927788,6889.060667443365,-766.0289815155766,5726.241287782774,6095.479871153335,-369.2385833705612,10,1,0.1,ok,stage_preserving_rng_shuffle,1,425251,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1266.7084714445011,-1270.224010587595,-3.515539143094202,2548.437804001758,2675.6357711899946,-127.19796718823636,2537.4169428890023,2576.4480211751907,-39.0310782861884,10,3,0.3,ok,stage_preserving_rng_shuffle,1,425251,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12144.74228064365,-106.39595158227348,24726.29119707272,25588.681639187234,-862.3904421145126,24220.692658122756,24577.4845612873,-356.79190316454697,10,0,0.0,ok,stage_preserving_rng_shuffle,2,426260,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5744.518233060927,-5745.052199457954,-0.5339663970271431,11507.080869981575,11652.5040336534,-145.42316367182502,11493.036466121854,11526.104398915908,-33.067932794054286,10,1,0.1,ok,stage_preserving_rng_shuffle,2,426260,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3568.9104633699235,-107.1887212285328,7492.369305616232,8275.672569406748,-783.3032637905162,7067.443484282781,7425.820926739847,-358.3774424570656,10,0,0.0,ok,stage_preserving_rng_shuffle,2,426260,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.3201410387549,-1877.366446587889,-8.046305549134104,3754.4422961814944,3896.951020111642,-142.50872393014697,3742.6402820775097,3790.732893175778,-48.09261109826821,10,1,0.1,ok,stage_preserving_rng_shuffle,2,426260,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2893.697762420873,-102.5771185294866,6123.031685927788,6868.976321131777,-745.9446352039886,5726.241287782774,6075.395524841747,-349.1542370589732,10,1,0.1,ok,stage_preserving_rng_shuffle,2,426260,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.6691602626263,-1270.3563553466545,-2.6871950840279624,2550.359181638009,2675.9004607081133,-125.54127907010434,2539.338320525253,2576.712710693309,-37.374390168055925,10,7,0.7,ok,stage_preserving_rng_shuffle,2,426260,False
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12178.17967424259,-139.8333451812141,24726.29119707272,25655.55642638512,-929.2652293123938,24220.692658122756,24644.35934848518,-423.6666903624282,10,0,0.0,ok,stage_preserving_rng_shuffle,3,427269,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5745.2237583571,-5745.073057144563,0.15070121253666,11508.49192057392,11652.545749026618,-144.05382845269742,11494.4475167142,11526.146114289126,-31.69859757492668,10,1,0.1,ok,stage_preserving_rng_shuffle,3,427269,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.0,-0.8,-3461.7217421413907,-3591.1598788570245,-129.43813671563385,7492.369305616232,8320.17140038095,-827.8020947647183,7067.443484282781,7470.319757714049,-402.8762734312677,10,0,0.0,ok,stage_preserving_rng_shuffle,3,427269,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1871.390288806508,-1876.077083656549,-4.686794850040769,3758.582591717001,3894.3722942489608,-135.7897025319603,3746.780577613016,3788.154167313097,-41.37358970008154,10,0,0.0,ok,stage_preserving_rng_shuffle,3,427269,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2919.342216546025,-128.2215726546383,6123.031685927788,6920.26522938208,-797.233543454292,5726.241287782774,6126.68443309205,-400.4431453092766,10,1,0.1,ok,stage_preserving_rng_shuffle,3,427269,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.8,0.8,-1266.8569585630323,-1272.8435944651194,-5.986635902086846,2548.734778238821,2680.874938945043,-132.1401607062221,2537.713917126065,2581.687188930239,-43.97327180417369,10,1,0.1,ok,stage_preserving_rng_shuffle,3,427269,False
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12192.728521266936,-154.38219220555948,24726.29119707272,25684.654120433806,-958.3629233610844,24220.692658122756,24673.45704253387,-452.76438441111895,10,0,0.0,ok,stage_preserving_rng_shuffle,4,428278,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5744.420949305148,-5742.792722300981,1.628227004166547,11506.886302470017,11647.985079339454,-141.09877686943764,11492.841898610295,11521.585444601962,-28.743545991666902,10,1,0.1,ok,stage_preserving_rng_shuffle,4,428278,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3573.633511178936,-111.91176903754469,7492.369305616232,8285.118665024771,-792.749359408539,7067.443484282781,7435.267022357871,-367.82353807508935,10,2,0.2,ok,stage_preserving_rng_shuffle,4,428278,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.8812640004687,-1873.596443374652,-2.715179374183436,3757.564542104922,3889.411013685168,-131.84647158024563,3745.7625280009374,3783.192886749304,-37.43035874836687,10,4,0.4,ok,stage_preserving_rng_shuffle,4,428278,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-3057.5975144812405,-266.47687058985366,6123.031685927788,7196.775825252511,-1073.7441393247227,5726.241287782774,6403.195028962481,-676.9537411797073,10,0,0.0,ok,stage_preserving_rng_shuffle,4,428278,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1267.9889821425409,-1273.587916283583,-5.598934141042037,2550.9988253978377,2682.36358258197,-131.3647571841325,2539.9779642850817,2583.175832567166,-43.19786828208407,10,2,0.2,ok,stage_preserving_rng_shuffle,4,428278,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12228.129229050312,-189.78289998893703,24726.29119707272,25755.45553600056,-1029.1643389278397,24220.692658122756,24744.258458100627,-523.5657999778741,10,0,0.0,ok,stage_preserving_rng_shuffle,5,429287,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5744.412680671361,-5741.174369028812,3.238311642548979,11506.869765202444,11644.748372795117,-137.87860759267278,11492.825361342722,11518.348738057624,-25.52337671490204,10,1,0.1,ok,stage_preserving_rng_shuffle,5,429287,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3559.864412795302,-98.1426706539114,7492.369305616232,8257.580468257505,-765.2111626412734,7067.443484282781,7407.728825590604,-340.2853413078228,10,1,0.1,ok,stage_preserving_rng_shuffle,5,429287,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.3303105356545,-1872.4278464410795,-3.0975359054250475,3754.4626351752936,3887.0738198180234,-132.61118464272886,3742.660621071309,3780.855692882159,-38.195071810850095,10,3,0.3,ok,stage_preserving_rng_shuffle,5,429287,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2900.478189981241,-109.35754608985462,6123.031685927788,6882.537176252513,-759.5054903247246,5726.241287782774,6088.956379962483,-362.7150921797093,10,0,0.0,ok,stage_preserving_rng_shuffle,5,429287,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.8,0.8,-1266.6092692922316,-1278.0713492913435,-11.462079999111891,2548.239399697219,2691.330448597492,-143.0910489002722,2537.218538584463,2592.142698582687,-54.924159998223786,10,5,0.5,ok,stage_preserving_rng_shuffle,5,429287,False
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12195.824615615757,-157.47828655437843,24726.29119707272,25690.846309131444,-964.5551120587224,24220.692658122756,24679.64923123151,-458.95657310875686,10,0,0.0,ok,stage_preserving_rng_shuffle,6,430296,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5745.244866344374,-5743.188165585735,2.0567007586387263,11508.53413654847,11648.775965908962,-140.24182936049328,11494.489732688748,11522.37633117147,-27.886598482722547,10,2,0.2,ok,stage_preserving_rng_shuffle,6,430296,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3553.9906503977363,-92.26890825634564,7492.369305616232,8245.832943462374,-753.4636378461419,7067.443484282781,7395.981300795473,-328.5378165126913,10,1,0.1,ok,stage_preserving_rng_shuffle,6,430296,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.6437589855584,-1879.1025921519465,-9.458833166387649,3755.089532075102,3900.423311239756,-145.33377916465406,3743.287517971117,3794.205184303893,-50.9176663327753,10,5,0.5,ok,stage_preserving_rng_shuffle,6,430296,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2884.5115398443645,-93.39089595297764,6123.031685927788,6850.603875978759,-727.5721900509707,5726.241287782774,6057.023079688729,-330.7817919059553,10,2,0.2,ok,stage_preserving_rng_shuffle,6,430296,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1266.886229822534,-1271.4289144431923,-4.542684620658292,2548.793320757824,2678.0455789011885,-129.25225814336454,2537.772459645068,2578.8578288863846,-41.085369241316585,10,2,0.2,ok,stage_preserving_rng_shuffle,6,430296,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12377.19899662141,-338.8526675600333,24726.29119707272,26053.595071142758,-1327.3038740700322,24220.692658122756,25042.39799324282,-821.7053351200666,10,0,0.0,ok,stage_preserving_rng_shuffle,7,431305,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5744.876680559997,-5744.590230758459,0.2864498015378558,11507.797764979716,11651.58009625441,-143.78233127469505,11493.753361119994,11525.18046151692,-31.42710039692429,10,1,0.1,ok,stage_preserving_rng_shuffle,7,431305,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3594.335760247216,-132.61401810582493,7492.369305616232,8326.523163161331,-834.1538575450995,7067.443484282781,7476.671520494431,-409.22803621164985,10,1,0.1,ok,stage_preserving_rng_shuffle,7,431305,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.2548970105988,-1874.231962695529,-4.977065684930267,3754.3118081251823,3890.6820523269216,-136.3702442017393,3742.5097940211976,3784.463925391058,-41.95413136986053,10,1,0.1,ok,stage_preserving_rng_shuffle,7,431305,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2882.915800357034,-91.79515646564732,6123.031685927788,6847.412397004098,-724.38071107631,5726.241287782774,6053.831600714068,-327.59031293129465,10,1,0.1,ok,stage_preserving_rng_shuffle,7,431305,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1266.50654918543,-1267.3516987497435,-0.8451495643134876,2548.033959483616,2669.891147514292,-121.8571880306754,2537.01309837086,2570.703397499487,-33.690299128626975,10,4,0.4,ok,stage_preserving_rng_shuffle,7,431305,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12244.675725690418,-206.3293966290421,24726.29119707272,25788.54852928077,-1062.2573322080498,24220.692658122756,24777.35145138084,-556.6587932580842,10,0,0.0,ok,stage_preserving_rng_shuffle,8,432314,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5743.937000452894,-5743.8906656973895,0.0463347555041764,11505.918404765507,11650.180966132271,-144.26256136676238,11491.874000905787,11523.78133139478,-31.907330488991647,10,3,0.3,ok,stage_preserving_rng_shuffle,8,432314,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3573.529376997239,-111.8076348558484,7492.369305616232,8284.910396661378,-792.5410910451465,7067.443484282781,7435.058753994478,-367.6152697116968,10,1,0.1,ok,stage_preserving_rng_shuffle,8,432314,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.6469244677448,-1874.099009140453,-3.452084672708452,3757.095863039474,3890.4161452167696,-133.32028217729567,3745.293848935489,3784.198018280906,-38.9041693454169,10,2,0.2,ok,stage_preserving_rng_shuffle,8,432314,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2993.199738291605,-202.0790944002183,6123.031685927788,7067.98027287324,-944.948586945452,5726.241287782774,6274.39947658321,-548.1581888004366,10,0,0.0,ok,stage_preserving_rng_shuffle,8,432314,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.8,0.8,-1268.2013934706674,-1272.7985085594237,-4.597115088756027,2551.423648054091,2680.7847671336517,-129.36111907956047,2540.402786941335,2581.597017118847,-41.19423017751205,10,2,0.2,ok,stage_preserving_rng_shuffle,8,432314,False
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12130.00702305568,-91.66069399430488,24726.29119707272,25559.211124011297,-832.9199269385754,24220.692658122756,24548.01404611136,-327.3213879886098,10,0,0.0,ok,stage_preserving_rng_shuffle,9,433323,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5744.660197934342,-5744.0744769292605,0.585721005081723,11507.364799728406,11650.548588596012,-143.1837888676073,11493.320395868684,11524.14895385852,-30.828557989836558,10,2,0.2,ok,stage_preserving_rng_shuffle,9,433323,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3580.665113644783,-118.94337150339244,7492.369305616232,8299.181869956466,-806.8125643402345,7067.443484282781,7449.330227289566,-381.88674300678485,10,1,0.1,ok,stage_preserving_rng_shuffle,9,433323,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.896551619874,-1874.690595899838,-3.794044279963828,3757.595117343733,3891.5993187355393,-134.00420139180642,3745.793103239748,3785.381191799676,-39.588088559927655,10,1,0.1,ok,stage_preserving_rng_shuffle,9,433323,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2948.4979105656803,-157.37726667429342,6123.031685927788,6978.57661742139,-855.5449314936022,5726.241287782774,6184.995821131361,-458.7545333485869,10,1,0.1,ok,stage_preserving_rng_shuffle,9,433323,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.2262790432503,-1277.8786195518346,-10.652340508584077,2549.473419199257,2690.944989118473,-141.4715699192161,2538.452558086501,2591.757239103669,-53.30468101716815,10,2,0.2,ok,stage_preserving_rng_shuffle,9,433323,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12136.827024201824,-98.480695140448,24726.29119707272,25572.851126303583,-846.5599292308616,24220.692658122756,24561.65404840365,-340.961390280896,10,0,0.0,ok,stage_preserving_rng_shuffle,10,434332,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5744.651493774344,-5741.6631030407325,2.988390733611596,11507.34739140841,11645.725840818955,-138.37844941054755,11493.302987548688,11519.326206081463,-26.02321853277681,10,2,0.2,ok,stage_preserving_rng_shuffle,10,434332,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3620.165533659616,-158.44379151822477,7492.369305616232,8378.182709986131,-885.8134043698992,7067.443484282781,7528.331067319231,-460.8875830364496,10,1,0.1,ok,stage_preserving_rng_shuffle,10,434332,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.1926072101703,-1874.371628202032,-4.17902099186108,3756.1872285243257,3890.961383339927,-134.77415481560092,3744.385214420341,3784.7432564040632,-40.35804198372216,10,2,0.2,ok,stage_preserving_rng_shuffle,10,434332,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2906.1520917095395,-115.03144781815264,6123.031685927788,6893.884979709109,-770.8532937813206,5726.241287782774,6100.304183419079,-374.06289563630526,10,0,0.0,ok,stage_preserving_rng_shuffle,10,434332,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.1124606820874,-1275.999134832421,-8.886674150333647,2549.245782476931,2687.186019679646,-137.94023720271525,2538.224921364175,2587.998269664842,-49.773348300667294,10,4,0.4,ok,stage_preserving_rng_shuffle,10,434332,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12137.62927868139,-99.28294962001382,24726.29119707272,25574.455635262715,-848.1644381899932,24220.692658122756,24563.25855736278,-342.56589924002765,10,0,0.0,ok,stage_preserving_rng_shuffle,11,435341,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5744.82625101492,-5745.380226006829,-0.5539749919089445,11507.69690588956,11653.16008675115,-145.46318086158865,11493.65250202984,11526.760452013656,-33.10794998381789,10,1,0.1,ok,stage_preserving_rng_shuffle,11,435341,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3587.639275694809,-125.91753355341824,7492.369305616232,8313.130194056519,-820.7608884402871,7067.443484282781,7463.278551389618,-395.8350671068365,10,1,0.1,ok,stage_preserving_rng_shuffle,11,435341,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.85362529348,-1875.4665669612507,-4.612941667770883,3757.509264690944,3893.151260858365,-135.64199616742053,3745.70725058696,3786.933133922501,-41.225883335541766,10,4,0.4,ok,stage_preserving_rng_shuffle,11,435341,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2867.948169075613,-76.82752518422603,6123.031685927788,6817.477134441256,-694.4454485134675,5726.241287782774,6023.896338151226,-297.65505036845207,10,0,0.0,ok,stage_preserving_rng_shuffle,11,435341,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1266.7799673175373,-1270.057073814384,-3.277106496846727,2548.5807957478305,2675.3018976435724,-126.72110189574188,2537.5599346350746,2576.114147628768,-38.554212993693454,10,1,0.1,ok,stage_preserving_rng_shuffle,11,435341,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12215.119654882224,-176.77332582084637,24726.29119707272,25729.43638766438,-1003.1451905916584,24220.692658122756,24718.239309764445,-497.54665164169273,10,0,0.0,ok,subject_mismatch,0,424242,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5745.154629196466,-5744.321405744594,0.8332234518720725,11508.353662252654,11651.04244622668,-142.6887839740266,11494.309258392932,11524.642811489188,-30.33355309625585,10,0,0.0,ok,subject_mismatch,0,424242,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3589.1725713567657,-127.45082921537504,7492.369305616232,8316.196785380433,-823.8274797642007,7067.443484282781,7466.3451427135315,-398.9016584307501,10,0,0.0,ok,subject_mismatch,0,424242,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1870.4571484011497,-1871.972375438845,-1.51522703769524,3756.716310906284,3886.162877813553,-129.44656690726924,3744.9142968022993,3779.94475087769,-35.03045407539048,10,0,0.0,ok,subject_mismatch,0,424242,True
