regime,lag_epochs,lag_label,family,baseline_model,augmented_model,valid,primary,baseline_eps_test,augmented_eps_test,conditional_lift,baseline_ll_test,augmented_ll_test,ll_improvement,baseline_bic_test,augmented_bic_test,bic_improvement,baseline_aic_test,augmented_aic_test,aic_improvement,n_subjects_evaluated,n_subjects_positive_lift,fraction_positive_lift,reason,control_type,replicate,control_seed,control_collapsed_overall
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.1157771328162,-1272.0464353937164,-4.930658260900145,2549.2524153783884,2679.2806208022366,-130.02820542384825,2538.2315542656324,2580.0928707874327,-41.86131652180029,10,2,0.2,ok,circular_rng_shift,10,434332,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-12038.346329061376,-12141.029111766917,-102.68278270554038,24726.29119707272,25581.25530143377,-854.9641043610463,24220.692658122756,24570.058223533837,-349.36556541108075,10,0,0.0,ok,circular_rng_shift,11,435341,False
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.8,0.8,-5745.359751731412,-5744.855513343559,0.504238387852638,11508.763907322544,11652.110661424613,-143.34675410206546,11494.719503462824,11525.71102668712,-30.991523224294724,10,4,0.4,ok,circular_rng_shift,11,435341,False
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3461.7217421413907,-3595.085221920196,-133.3634797788054,7492.369305616232,8328.022086507293,-835.6527808910614,7067.443484282781,7478.170443840392,-410.7269595576108,10,0,0.0,ok,circular_rng_shift,11,435341,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.2322847792548,-1872.9743746208876,-3.742089841632605,3754.266583662494,3888.166876177638,-133.90029251514397,3742.4645695585095,3781.948749241775,-39.48417968326521,10,4,0.4,ok,circular_rng_shift,11,435341,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-2791.120643891387,-2955.049421931358,-163.92877803997135,6123.031685927788,6991.679640152746,-868.6479542249581,5726.241287782774,6198.098843862716,-471.8575560799427,10,0,0.0,ok,circular_rng_shift,11,435341,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1267.1993327528903,-1275.8365488690702,-8.637216116179843,2549.419526618537,2686.860847752944,-137.44132113440764,2538.3986655057806,2587.6730977381403,-49.274432232359686,10,0,0.0,ok,circular_rng_shift,11,435341,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15439.188454997864,-15653.82486891863,-214.6364139207653,31527.914590401957,32606.72509864971,-1078.810508247756,31022.376909995728,31595.64973783726,-573.2728278415307,10,0,0.0,ok,conditional_target_shuffle,0,424242,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5737.8485752990655,-5744.191512450148,-6.342937151082879,11493.739863942748,11650.767445001851,-157.0275810591047,11479.697150598133,11524.383024900297,-44.68587430216576,10,1,0.1,ok,conditional_target_shuffle,0,424242,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.8,0.8,-4853.762509769457,-4921.222492888428,-67.45998311897074,10276.450840872363,10980.296628443755,-703.8457875713921,9851.525019538914,10130.444985776856,-278.9199662379415,10,1,0.1,ok,conditional_target_shuffle,0,424242,False
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.8,0.0,-1868.9236716810728,-1875.56189338305,-6.6382217019772725,3753.6463923062097,3893.31522726268,-139.6688349564697,3741.847343362145,3787.1237867661,-45.27644340395455,10,0,0.0,ok,conditional_target_shuffle,0,424242,False
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3480.189693944097,-3642.861201010917,-162.67150706682014,7501.169786033209,8367.303198311864,-866.1334122786548,7104.379387888194,7573.722402021835,-469.3430141336403,10,2,0.2,ok,conditional_target_shuffle,0,424242,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1264.2939510803974,-1271.1477425851012,-6.85379150470385,2543.6054765020635,2677.4536542416195,-133.84817773955592,2532.587902160795,2578.2954851702025,-45.7075830094077,10,2,0.2,ok,conditional_target_shuffle,0,424242,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15458.371566832368,-15533.710638341783,-75.33907150941741,31566.28081407096,32366.49663749602,-800.2158234250601,31060.74313366473,31355.42127668357,-294.6781430188348,10,0,0.0,ok,conditional_target_shuffle,1,425251,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5737.372321885198,-5742.906090468588,-5.533768583390156,11492.787357115014,11648.196601038731,-155.40924392371926,11478.744643770397,11521.812180937177,-43.06753716678031,10,0,0.0,ok,conditional_target_shuffle,1,425251,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4822.549535758435,-4895.937167594027,-73.3876318355924,10214.02489285032,10929.725977854956,-715.7010850046354,9789.09907151687,10079.874335188057,-290.7752636711848,10,1,0.1,ok,conditional_target_shuffle,1,425251,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1868.9557147481976,-1878.9228770763657,-9.967162328167888,3753.71047844046,3900.037194649311,-146.32671620885094,3741.911429496396,3793.8457541527314,-51.934324656335775,10,1,0.1,ok,conditional_target_shuffle,1,425251,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3436.07514558945,-3582.503219448919,-146.4280738594689,7412.940689323915,8246.587235187868,-833.6465458639532,7016.1502911789,7453.006438897838,-436.8561477189378,10,1,0.1,ok,conditional_target_shuffle,1,425251,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1264.092304904019,-1265.808936180476,-1.7166312764568374,2543.202184149307,2666.776041432369,-123.5738572830619,2532.184609808038,2567.617872360952,-35.433262552913675,10,3,0.3,ok,conditional_target_shuffle,1,425251,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15624.425058944498,-15708.728897808784,-84.30383886428717,31898.38779829522,32716.53315643002,-818.1453581347996,31392.850117889,31705.45779561757,-312.60767772857434,10,0,0.0,ok,conditional_target_shuffle,2,426260,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5738.872005667785,-5743.490987095039,-4.618981427253857,11495.786724680189,11649.366394291634,-153.57966961144666,11481.74401133557,11522.981974190076,-41.237962854507714,10,3,0.3,ok,conditional_target_shuffle,2,426260,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4811.165918444294,-4829.843912059788,-18.677993615493502,10191.25765822204,10797.539466786477,-606.2818085644376,9766.331836888588,9947.687824119575,-181.355987230987,10,2,0.2,ok,conditional_target_shuffle,2,426260,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1868.21600185177,-1871.0219879154104,-2.8059860636403755,3752.231052647605,3884.2354163274,-132.00436367979592,3740.43200370354,3778.0439758308207,-37.61197212728075,10,3,0.3,ok,conditional_target_shuffle,2,426260,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3447.059422039736,-3516.758140462414,-69.69871842267776,7434.909242224487,8115.097077214858,-680.1878349903709,7038.118844079472,7321.516280924828,-283.3974368453555,10,1,0.1,ok,conditional_target_shuffle,2,426260,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1262.4047660438696,-1266.1400107035863,-3.7352446597167273,2539.827106429008,2667.4381904785896,-127.61108404958168,2528.809532087739,2568.2800214071726,-39.470489319433455,10,3,0.3,ok,conditional_target_shuffle,2,426260,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15478.910110398812,-15518.190011813524,-39.27990141471128,31607.35790120385,32335.455384439498,-728.0974832356478,31101.820220797625,31324.380023627047,-222.55980282942252,10,0,0.0,ok,conditional_target_shuffle,3,427269,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5738.214462397912,-5741.5123604314085,-3.2978980334964945,11494.47163814044,11645.409140964372,-150.93750282393194,11480.428924795824,11519.024720862815,-38.59579606699299,10,1,0.1,ok,conditional_target_shuffle,3,427269,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.0,-0.8,-4741.44477066588,-4775.517661694347,-34.072891028466984,10051.815362665213,10688.886966055596,-637.0716033903846,9626.88954133176,9839.035323388694,-212.145782056934,10,3,0.3,ok,conditional_target_shuffle,3,427269,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.5741103682692,-1873.3403303368864,-3.766219968617179,3754.9472696806033,3888.872101170353,-133.92483148974952,3743.148220736539,3782.680660673773,-39.53243993723436,10,1,0.1,ok,conditional_target_shuffle,3,427269,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3447.002914055334,-3515.09469982144,-68.09178576610611,7434.796226255682,8111.77019593291,-676.9739696772276,7038.005828110668,7318.18939964288,-280.1835715322122,10,0,0.0,ok,conditional_target_shuffle,3,427269,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1264.7081491374488,-1266.1106659182742,-1.4025167808254082,2544.4338726161664,2667.3795009079654,-122.94562829179904,2533.4162982748976,2568.2213318365484,-34.805033561650816,10,2,0.2,ok,conditional_target_shuffle,3,427269,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15580.689028762645,-15656.780805838313,-76.09177707566778,31810.915737931515,32612.63697248908,-801.7212345575608,31305.37805752529,31601.561611676625,-296.1835541513356,10,1,0.1,ok,conditional_target_shuffle,4,428278,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5735.84544798902,-5738.022599153224,-2.177151164204588,11489.733609322657,11638.429618408005,-148.69600908534812,11475.69089597804,11512.045198306449,-36.354302328409176,10,3,0.3,ok,conditional_target_shuffle,4,428278,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4760.348720236775,-4774.660648191472,-14.31192795469724,10089.623261807,10687.172939049846,-597.5496772428451,9664.69744047355,9837.321296382945,-172.62385590939448,10,1,0.1,ok,conditional_target_shuffle,4,428278,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1869.0593590564488,-1875.7300832344652,-6.670724178016826,3753.9177670569616,3893.6516069655104,-139.73383990854882,3742.118718112897,3787.4601664689303,-45.34144835603365,10,2,0.2,ok,conditional_target_shuffle,4,428278,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3472.6084795962133,-3555.55487514388,-82.94639554766673,7486.007357337441,8192.690546577789,-706.6831892403479,7089.216959192427,7399.10975028776,-309.89279109533345,10,2,0.2,ok,conditional_target_shuffle,4,428278,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1263.0688307597186,-1268.1368390228442,-5.068008263125648,2541.155235860706,2671.431847117105,-130.27661125639952,2530.137661519437,2572.2736780456885,-42.1360165262513,10,5,0.5,ok,conditional_target_shuffle,4,428278,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-15546.587727077933,-15606.49232904472,-59.9046019667876,31742.713134562087,32512.060018901888,-769.3468843398005,31237.175454155866,31500.98465808944,-263.8092039335752,10,0,0.0,ok,conditional_target_shuffle,5,429287,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5738.544333259572,-5748.239131838543,-9.694798578970222,11495.131379863762,11658.86268377864,-163.7313039148794,11481.088666519145,11532.478263677083,-51.38959715794044,10,2,0.2,ok,conditional_target_shuffle,5,429287,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4739.074363460904,-4932.181402002893,-193.1070385419889,10047.07454825526,11002.214446672688,-955.1398984174284,9622.148726921809,10152.362804005788,-530.2140770839778,10,1,0.1,ok,conditional_target_shuffle,5,429287,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1867.6994961544133,-1870.8850077880195,-3.1855116336057563,3751.198041252892,3883.961456072618,-132.76341481972668,3739.398992308827,3777.770015576039,-38.37102326721151,10,2,0.2,ok,conditional_target_shuffle,5,429287,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.0,-0.8,-3450.706058768912,-3576.5794655622917,-125.87340679337922,7442.202515682839,8234.739727414611,-792.5372117317729,7045.412117537824,7441.1589311245825,-395.7468135867584,10,2,0.2,ok,conditional_target_shuffle,5,429287,False
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.8,0.8,-1264.1343144977764,-1268.361772793749,-4.22745829597261,2543.286203336821,2671.881714658915,-128.59551132209344,2532.2686289955527,2572.723545587498,-40.45491659194522,10,3,0.3,ok,conditional_target_shuffle,5,429287,False
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15610.196421843746,-15656.342400512349,-46.145978668602766,31869.93052409372,32611.76016183715,-741.8296377434308,31364.39284368749,31600.684801024698,-236.29195733720556,10,1,0.1,ok,conditional_target_shuffle,6,430296,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5737.576739938021,-5745.843580392573,-8.266840454552039,11493.19619322066,11654.071580886704,-160.87538766604305,11479.153479876042,11527.687160785146,-48.53368090910408,10,2,0.2,ok,conditional_target_shuffle,6,430296,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4833.6009194220505,-4849.807787708168,-16.206868286117242,10236.127660177552,10837.467218083237,-601.3395579056851,9811.2018388441,9987.615575416336,-176.41373657223448,10,2,0.2,ok,conditional_target_shuffle,6,430296,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1867.8149415014611,-1872.1466965382967,-4.33175503683583,3751.428931946987,3886.484833573174,-135.05590162618682,3739.6298830029223,3780.2933930765935,-40.66351007367166,10,3,0.3,ok,conditional_target_shuffle,6,430296,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3448.154435098591,-3643.6418070932327,-195.48737199464176,7437.099268342196,8368.864410476495,-931.7651421342988,7040.308870197182,7575.2836141864655,-534.9747439892835,10,3,0.3,ok,conditional_target_shuffle,6,430296,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1264.267879681296,-1267.985675687833,-3.7177960065369007,2543.553333703861,2671.129520447083,-127.57618674322202,2532.535759362592,2571.971351375666,-39.4355920130738,10,4,0.4,ok,conditional_target_shuffle,6,430296,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15550.061558108102,-15652.365228117384,-102.30367000928165,31749.66079662243,32603.805817047218,-854.1450204247885,31244.123116216204,31592.730456234767,-348.60734001856326,10,1,0.1,ok,conditional_target_shuffle,7,431305,False
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.8,0.8,-5738.213963318548,-5744.000543006993,-5.786579688445272,11494.470639981711,11650.385506115545,-155.9148661338295,11480.427926637096,11524.001086013986,-43.573159376890544,10,3,0.3,ok,conditional_target_shuffle,7,431305,False
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.0,-0.8,-4811.475119944064,-4835.712326178492,-24.237206234427504,10191.87606122158,10809.276295023885,-617.4002338023056,9766.950239888129,9959.424652356984,-192.474412468855,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1868.0770013934396,-1875.7319674884889,-7.654966095049531,3751.953051730943,3893.655375473557,-141.70232374261423,3740.154002786879,3787.4639349769777,-47.30993219009906,10,2,0.2,ok,conditional_target_shuffle,7,431305,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3568.708025260657,-3659.2617471135777,-90.55372185292026,7678.206448666329,8400.104290517185,-721.8978418508559,7281.416050521315,7606.523494227155,-325.1074437058405,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1264.2854326186675,-1268.5827863167185,-4.297353698050756,2543.588439578604,2672.323741704853,-128.73530212624974,2532.570865237335,2573.165572633437,-40.59470739610151,10,1,0.1,ok,conditional_target_shuffle,7,431305,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.0,-0.8,-15573.263086691495,-15606.072063239792,-32.80897654829823,31796.063853789216,32511.21948729204,-715.1556335028217,31290.52617338299,31500.144126479587,-209.61795309659647,10,0,0.0,ok,conditional_target_shuffle,8,432314,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5737.887531960973,-5738.584667218821,-0.6971352578475489,11493.817777266564,11639.553754539198,-145.73597727263405,11479.775063921948,11513.169334437642,-33.3942705156951,10,2,0.2,ok,conditional_target_shuffle,8,432314,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4822.5134783576,-4845.501959552301,-22.988481194701308,10213.95277804865,10828.855561771505,-614.9027837228532,9789.0269567152,9979.003919104602,-189.97696238940264,10,0,0.0,ok,conditional_target_shuffle,8,432314,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1867.871622376652,-1871.9897524868857,-4.118130110233551,3751.5422936973687,3886.170945470351,-134.62865177298227,3739.743244753304,3779.9795049737713,-40.2362602204671,10,4,0.4,ok,conditional_target_shuffle,8,432314,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3509.8043839610928,-3638.6639789865167,-128.8595950254239,7560.3991660672,8358.908754263062,-798.5095881958623,7163.6087679221855,7565.327957973033,-401.7191900508478,10,1,0.1,ok,conditional_target_shuffle,8,432314,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.8,0.0,-1264.653976733657,-1267.3120704429969,-2.658093709339937,2544.3255278085826,2669.7823099574107,-125.4567821488281,2533.307953467314,2570.6241408859937,-37.316187418679874,10,3,0.3,ok,conditional_target_shuffle,8,432314,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.0,0.0,0.0,-15539.877838141363,-15562.431005765842,-22.553167624477283,31729.293356688955,32423.93737234413,-694.6440156551798,31223.75567628273,31412.862011531684,-189.10633524895457,10,1,0.1,ok,conditional_target_shuffle,9,433323,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.8,0.0,-5738.09691613342,-5746.329466279488,-8.232550146068206,11494.236545611457,11655.043352660532,-160.80680704907536,11480.19383226684,11528.658932558976,-48.46510029213641,10,0,0.0,ok,conditional_target_shuffle,9,433323,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4785.875423780857,-4853.37508581696,-67.49966203610256,10140.676668895165,10844.60181430082,-703.9251454056557,9715.750847561714,9994.75017163392,-278.9993240722051,10,2,0.2,ok,conditional_target_shuffle,9,433323,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1869.2800953886751,-1874.1094471743145,-4.829351785639119,3754.359239721415,3890.410334845208,-136.0510951237934,3742.5601907773503,3784.218894348629,-41.65870357127824,10,1,0.1,ok,conditional_target_shuffle,9,433323,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3532.190056320444,-3627.370203691782,-95.18014737133808,7605.1705107859025,8336.321203673593,-731.1506928876906,7208.380112640888,7542.740407383564,-334.36029474267616,10,2,0.2,ok,conditional_target_shuffle,9,433323,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.0,-0.8,-1264.1794083619857,-1270.5343891156874,-6.354980753701966,2543.37639106524,2676.226947302792,-132.85055623755215,2532.358816723971,2577.068778231375,-44.70996150740393,10,3,0.3,ok,conditional_target_shuffle,9,433323,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.0,-0.8,-15506.928996239418,-15569.915420179705,-62.98642394028502,31663.39567288506,32438.906201171856,-775.5105282867953,31157.85799247884,31427.83084035941,-269.97284788057004,10,0,0.0,ok,conditional_target_shuffle,10,434332,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.8,0.0,-0.8,-5738.254000973797,-5740.09784697726,-1.8438460034631132,11494.550715292213,11642.580114056076,-148.02939876386515,11480.508001947594,11516.19569395452,-35.68769200692623,10,1,0.1,ok,conditional_target_shuffle,10,434332,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4783.931356386706,-4797.039659062194,-13.10830267548772,10136.788534106863,10731.93096079129,-595.142426684426,9711.862712773413,9882.079318124388,-170.21660535097544,10,3,0.3,ok,conditional_target_shuffle,10,434332,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.8,0.8,0.0,-1868.3005199364336,-1870.968115472572,-2.667595536138606,3752.400088816932,3884.127671441724,-131.72758262479238,3740.601039872867,3777.936230945144,-37.33519107227721,10,2,0.2,ok,conditional_target_shuffle,10,434332,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-3501.083885323466,-3533.224195337169,-32.140310013702674,7542.958168791946,8148.029186964367,-605.0710181724207,7146.167770646932,7354.448390674337,-208.28062002740532,10,1,0.1,ok,conditional_target_shuffle,10,434332,True
stable_sleep,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1265.0595887323616,-1266.8801348258514,-1.8205460934898383,2545.136751805992,2668.91843872312,-123.7816869171279,2534.119177464723,2569.760269651703,-35.64109218697968,10,1,0.1,ok,conditional_target_shuffle,10,434332,True
full,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,False,0.8,0.8,0.0,-15563.268959033976,-15625.021307767332,-61.75234873335648,31776.075598474177,32549.117976347115,-773.0423778729382,31270.537918067952,31538.042615534665,-267.50469746671297,10,1,0.1,ok,conditional_target_shuffle,11,435341,True
full,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,False,0.0,0.0,0.0,-5738.7973423108815,-5739.4849458756125,-0.6876035647310346,11495.63739796638,11641.35431185278,-145.71691388640102,11481.594684621765,11514.969891751223,-33.37520712946207,10,2,0.2,ok,conditional_target_shuffle,11,435341,True
no_wake,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.0,0.0,0.0,-4774.990201632995,-4871.901600537716,-96.91139890472095,10118.90622459944,10881.654843742332,-762.7486191428925,9693.98040326599,10031.803201075432,-337.8227978094419,10,0,0.0,ok,conditional_target_shuffle,11,435341,True
no_wake,0,lag_0,RNG_next,C2_RNG_next_given_RNG,C3_RNG_next_given_RNG_EEG,True,True,0.0,0.0,0.0,-1868.9821704903404,-1869.2335882624564,-0.2514177721159285,3753.763389924745,3880.658617021492,-126.89522709674702,3741.964340980681,3774.4671765249127,-32.50283554423186,10,3,0.3,ok,conditional_target_shuffle,11,435341,True
stable_sleep,0,lag_0,EEG_next,C0_EEG_next_given_EEG,C1_EEG_next_given_EEG_RNG,True,True,0.8,0.8,0.0,-3424.688829403706,-3526.25872826586,-101.56989886215342,7390.168056952427,8134.098252821749,-743.9301958693222,6993.377658807412,7340.517456531719,-347.13979772430685,10,3,0.3,ok,conditional_target_shuffle,11,435341,True
